ORIGIN_TABLE,customerNumber,customerName,contactLastName,contactFirstName,phone,addressLine1,addressLine2,city,state,postalCode,country,salesRepEmployeeNumber,creditLimit,employeeNumber,lastName,firstName,extension,email,officeCode,reportsTo,jobTitle,territory,orderNumber,productCode,quantityOrdered,priceEach,orderLineNumber,orderDate,requiredDate,shippedDate,status,comments,checkNumber,paymentDate,amount,productLine,textDescription,htmlDescription,image,productName,productScale,productVendor,productDescription,quantityInStock,buyPrice,MSRP
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10354.0,S12_3380,Hidden,98.65,11.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10354.0,S12_3990,Hidden,76.61,12.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10354.0,S12_4675,Hidden,100.19,13.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10354.0,S18_1889,Hidden,76.23,8.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10354.0,S18_2625,Hidden,49.06,10.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10354.0,S18_3278,Hidden,69.15,7.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10354.0,S24_1578,Hidden,96.92,5.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10354.0,S24_2000,Hidden,62.46,1.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10355.0,S18_3482,Hidden,117.59,7.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10355.0,S18_3782,Hidden,60.30,1.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10355.0,S18_4721,Hidden,124.99,2.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10355.0,S24_2360,Hidden,56.10,3.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10355.0,S24_2972,Hidden,37.38,4.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10355.0,S24_3371,Hidden,60.62,6.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10355.0,S24_3856,Hidden,137.62,8.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10355.0,S24_4620,Hidden,75.18,9.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10355.0,S32_2206,Hidden,32.99,10.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10355.0,S32_4485,Hidden,93.89,5.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10356.0,S18_1129,Hidden,120.31,8.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10356.0,S18_1342,Hidden,82.19,9.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10356.0,S18_1367,Hidden,44.75,6.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10356.0,S18_1984,Hidden,130.87,2.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10356.0,S18_2325,Hidden,106.79,3.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10356.0,S18_2795,Hidden,158.63,1.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10356.0,S24_1937,Hidden,31.86,5.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10356.0,S24_2022,Hidden,42.11,7.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10356.0,S50_4713,Hidden,78.11,4.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10357.0,S10_1949,Hidden,199.30,10.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10357.0,S10_4962,Hidden,135.92,9.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10357.0,S12_1666,Hidden,109.34,8.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10357.0,S18_1097,Hidden,112.00,1.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10357.0,S18_2432,Hidden,58.95,7.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10357.0,S18_2949,Hidden,91.18,6.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10357.0,S18_2957,Hidden,59.34,5.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10357.0,S18_3136,Hidden,104.72,4.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10357.0,S18_3320,Hidden,84.33,3.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10357.0,S18_4600,Hidden,105.34,2.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10358.0,S12_3148,Hidden,129.93,5.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10358.0,S12_4473,Hidden,98.36,9.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10358.0,S18_2238,Hidden,142.45,10.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10358.0,S18_2319,Hidden,99.41,11.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10358.0,S18_3232,Hidden,137.17,12.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10358.0,S18_4027,Hidden,117.77,13.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10358.0,S18_4668,Hidden,46.29,8.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10358.0,S24_1444,Hidden,56.07,14.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10358.0,S24_2300,Hidden,127.79,7.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10358.0,S24_2840,Hidden,33.59,4.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10358.0,S24_4258,Hidden,88.62,6.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10358.0,S32_1268,Hidden,82.83,1.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10358.0,S32_3522,Hidden,51.71,2.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10358.0,S700_2824,Hidden,85.98,3.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10359.0,S10_4757,Hidden,122.40,6.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10359.0,S12_1108,Hidden,180.79,8.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10359.0,S12_3891,Hidden,162.64,5.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10359.0,S24_4048,Hidden,108.82,7.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10359.0,S32_2509,Hidden,45.45,3.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10359.0,S32_3207,Hidden,62.14,1.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10359.0,S50_1392,Hidden,99.55,2.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10359.0,S50_1514,Hidden,47.45,4.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10360.0,S18_1662,Hidden,126.15,12.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10360.0,S18_2581,Hidden,68.43,13.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10360.0,S18_3029,Hidden,71.40,14.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10360.0,S18_3140,Hidden,122.93,8.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10360.0,S18_3259,Hidden,94.79,18.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10360.0,S18_3856,Hidden,101.64,15.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10360.0,S18_4522,Hidden,76.36,1.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10360.0,S24_1785,Hidden,106.14,17.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10360.0,S24_2011,Hidden,100.77,2.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10360.0,S24_2841,Hidden,55.49,16.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10360.0,S24_3151,Hidden,70.81,3.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10360.0,S24_3816,Hidden,78.83,4.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
orderdetails,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unavailable,N/A,0.0,N/A,0.0,N/A,N/A,N/A,N/A,unavailable,1102.0,N/A,N/A,10360.0,S700_1138,Hidden,64.67,5.0,N/A,N/A,N/A,N/A,None,unavailable,N/A,N/A,N/A,None,None,N/A,N/A,N/A,N/A,None,Hidden,N/A,N/A
